order_id,product_id,product_description,product_price,product_vat_rate,discount_rate,quantity,full_price_amount,discounted_amount,vat_amount,total_amount,id
109,786,IBM 016,63350,0.11,0,1,63350,63350,6968.5,70318.5,1340
109,227,H6 Coupe,17458,0,0.377759373,11,192038,119493.8455,0,119493.8455,1341
109,307,Levante,73422,0.2,0,43,3157146,3157146,631429.2,3788575.2,1342
109,676,Photosmart 230,50166,0.11,0.801789658,50,2508300,497171.0004,54688.81004,551859.8104,1343
109,720,Photosmart C3180,68935,0.11,0,48,3308880,3308880,363976.8,3672856.8,1344
109,855,Canon S,52764,0.2,0,23,1213572,1213572,242714.4,1456286.4,1345
109,590,Officejet 725,11300,0.2,0,17,192100,192100,38420,230520,1346
109,13,Škoda 21Tr,46466,0.11,0,17,789922,789922,86891.42,876813.42,1347
109,870,Canon II AF,14951,0,0,9,134559,134559,0,134559,1348
109,6,Škoda 8Tr,16558,0,0,38,629204,629204,0,629204,1349
109,562,Deskjet D2430,14757,0,0,17,250869,250869,0,250869,1350
109,240,Crosstour,53815,0.2,0,29,1560635,1560635,312127,1872762,1351
109,620,Officejet g85 / g85xi,66668,0,0,27,1800036,1800036,0,1800036,1352
110,329,Pajero,54842,0,0,44,2413048,2413048,0,2413048,1353
110,571,DeskJet F380 All-in-One,73798,0,0,31,2287738,2287738,0,2287738,1354
110,612,Officejet 9110,26304,0,0,16,420864,420864,0,420864,1355
110,613,Officejet 9120,29536,0,0,9,265824,265824,0,265824,1356
110,38,Ikarus 180,52572,0,0,41,2155452,2155452,0,2155452,1357
110,506,Deskjet 930c / 930 cm,44133,0.11,0,19,838527,838527,92237.97,930764.97,1358
110,79,Fiat 672,64570,0.11,0.838057875,49,3163930,512373.5472,56361.09019,568734.6374,1359
110,403,RAV4,5544,0.11,0.514750102,26,144144,69945.86135,7694.044749,77639.9061,1360
110,811,IBM 058,39708,0,0,50,1985400,1985400,0,1985400,1361
110,225,Haval H6,72831,0,0,50,3641550,3641550,0,3641550,1362
110,214,Sport Chassis,57934,0.2,0,18,1042812,1042812,208562.4,1251374.4,1363
110,528,Deskjet 1220c / 1220c/PS / 1220cse / 1220cxi,36953,0,0.255963572,7,258671,192460.6468,0,192460.6468,1364
110,352,SUV,6237,0.2,0,5,31185,31185,6237,37422,1365
110,391,Vitara,34701,0.2,0.695032655,10,347010,105826.7184,21165.34368,126992.0621,1366
110,228,Santa Fe,63155,0.11,0.41433456,20,1263100,739754.0178,81372.94196,821126.9598,1367
110,227,H6 Coupe,47137,0.2,0.834828527,19,895603,147928.0664,29585.61328,177513.6797,1368
111,699,Photosmart 7150,73594,0,0,5,367970,367970,0,367970,1369
111,802,IBM 044,21279,0,0,25,531975,531975,0,531975,1370
111,80,Fiat 680RN,79934,0,0,31,2477954,2477954,0,2477954,1371
111,497,Deskjet 850c / 850k,49299,0.2,0,5,246495,246495,49299,295794,1372
111,665,PSC 2110 / 2110v / 2110xi,80575,0.11,0,35,2820125,2820125,310213.75,3130338.75,1373
111,307,Levante,65623,0.2,0.098658568,17,1115591,1005528.389,201105.6779,1206634.067,1374
111,341,Paladin,26396,0.2,0,13,343148,343148,68629.6,411777.6,1375
111,410,Harrier,11118,0.2,0.874193998,9,100062,12588.40013,2517.680026,15106.08016,1376
111,272,Niro,6484,0,0.108605395,8,51872,46238.42097,0,46238.42097,1377
111,437,DeskJet (original),9022,0.2,0,50,451100,451100,90220,541320,1378
111,343,X-Trail,66301,0.11,0,39,2585739,2585739,284431.29,2870170.29,1379
111,856,Canon NS,55346,0,0,29,1605034,1605034,0,1605034,1380
111,70,Ikarus 480,98994,0.11,0,50,4949700,4949700,544467,5494167,1381
112,554,Deskjet 9300,67038,0.2,0,47,3150786,3150786,630157.2,3780943.2,1382
112,537,Deskjet 3740 / 3743 / 3744 / 3745 / 3747 / 3748,70292,0.11,0.006708868,39,2741388,2722996.389,299529.6028,3022525.991,1383
112,639,Officejet Pro 1150c / 1150cse,39642,0,0,27,1070334,1070334,0,1070334,1384
112,245,S6,41271,0.2,0,32,1320672,1320672,264134.4,1584806.4,1385
112,147,Escalade,24171,0.11,0,12,290052,290052,31905.72,321957.72,1386
112,510,Deskjet 940c / 940cvr / 940cw / 940cxi,68114,0.11,0,47,3201358,3201358,352149.38,3553507.38,1387
112,292,RX,24164,0.2,0,27,652428,652428,130485.6,782913.6,1388
113,224,Haval H5,7195,0,0,2,14390,14390,0,14390,1389
113,464,Deskjet 630c,8446,0.11,0.596369872,18,152028,61363.08115,6749.938927,68113.02008,1390
113,157,Q25,39952,0.2,0,20,799040,799040,159808,958848,1391
113,808,IBM 054,28607,0.2,0,44,1258708,1258708,251741.6,1510449.6,1392
113,419,Mokka,32341,0.11,0,22,711502,711502,78265.22,789767.22,1393
113,531,Deskjet 3000 Printer,36456,0,0.097252842,39,1421784,1283511.465,0,1283511.465,1394
114,22,Škoda 30Tr SOR,46418,0.2,0,9,417762,417762,83552.4,501314.4,1395
114,713,Photosmart 8150 (Introduced in 2004),4411,0.2,0,18,79398,79398,15879.6,95277.6,1396
114,132,X6,29080,0.11,0.333067561,18,523440,349099.1159,38400.90275,387500.0187,1397
114,231,Captiva,62491,0,0.607136513,31,1937221,761063.3976,0,761063.3976,1398
114,797,IBM 036,3010,0.2,0.980700508,11,33110,639.0061965,127.8012393,766.8074358,1399
115,294,X60,92558,0.11,0,30,2776740,2776740,305441.4,3082181.4,1400
115,95,Cobus 2700,52196,0.11,0,28,1461488,1461488,160763.68,1622251.68,1401
115,144,Song,26145,0,0,28,732060,732060,0,732060,1402
115,263,Renegade,91314,0.2,0.298605906,29,2648106,1857365.908,371473.1816,2228839.09,1403
115,738,Photosmart D7560,41595,0,0,31,1289445,1289445,0,1289445,1404
115,542,Deskjet 5550 / 5551 / 5552,13569,0.2,0,10,135690,135690,27138,162828,1405
115,453,Deskjet 500 / 500c / 500k,89960,0,0.925087633,17,1529320,114564.9806,0,114564.9806,1406
115,137,BX7,61708,0,0.562424891,10,617080,270018.8481,0,270018.8481,1407
115,96,Cobus 3000,2231,0.11,0,30,66930,66930,7362.3,74292.3,1408
115,299,Nautilus,14721,0,0,6,88326,88326,0,88326,1409
115,391,Vitara,65946,0.2,0,43,2835678,2835678,567135.6,3402813.6,1410
115,616,Officejet d135 / d135xi,69934,0.2,0.602067803,48,3356832,1335791.531,267158.3063,1602949.838,1411
115,447,Deskjet 420 / 420c,97702,0.2,0,4,390808,390808,78161.6,468969.6,1412
115,216,Terrain,46801,0,0.647680955,28,1310428,461688.7415,0,461688.7415,1413
115,739,Photosmart eStation e-All-in-One Printer – C510a,30606,0.2,0.448157309,1,30606,16889.69739,3377.939479,20267.63687,1414
115,409,Highlander,2644,0.11,0,38,100472,100472,11051.92,111523.92,1415
116,703,Photosmart 7450,57444,0.11,0.692170262,49,2814756,866465.6018,95311.2162,961776.818,1416
116,532,Deskjet 3050A Printer All-in-One,42380,0.2,0,25,1059500,1059500,211900,1271400,1417
116,451,Deskjet 460wf,68350,0,0,4,273400,273400,0,273400,1418
116,134,X5 M,66670,0.2,0,13,866710,866710,173342,1040052,1419
116,547,Deskjet 6122 / 6127,98359,0.11,0,43,4229437,4229437,465238.07,4694675.07,1420
117,861,Canon II B,97176,0.2,0.906238274,18,1749168,164005.0109,32801.00218,196806.0131,1421
117,741,Photosmart p1100 / p1100xi,21993,0,0,44,967692,967692,0,967692,1422
117,471,Deskjet 670c / 670k / 670tv,71304,0.2,0,12,855648,855648,171129.6,1026777.6,1423
117,671,Photosmart,40217,0.2,0,16,643472,643472,128694.4,772166.4,1424
117,807,IBM 053,60062,0,0,25,1501550,1501550,0,1501550,1425
117,319,GLE-Class,35103,0,0.168478749,36,1263708,1050800.057,0,1050800.057,1426
117,7,Škoda 9Tr,89383,0.2,0,46,4111618,4111618,822323.6,4933941.6,1427
117,195,Besturn X80,36810,0.2,0.229351964,43,1582830,1219804.831,243960.9663,1463765.798,1428
117,85,Škoda 706 RTO-K,4692,0.2,0.339716194,20,93840,61961.03233,12392.20647,74353.23879,1429
117,246,Creta/ix25,83986,0.2,0.493981379,22,1847692,934966.5586,186993.3117,1121959.87,1430
117,130,X4,60032,0,0,17,1020544,1020544,0,1020544,1431
117,618,Officejet d155xi,74020,0.2,0,16,1184320,1184320,236864,1421184,1432
117,672,Photosmart (original),22572,0,0,49,1106028,1106028,0,1106028,1433
117,194,Besturn X40,98997,0.2,0.328138531,17,1682949,1130708.587,226141.7174,1356850.304,1434
117,754,7520,19846,0.11,0,23,456458,456458,50210.38,506668.38,1435
117,594,Officejet 4215,85554,0.11,0,36,3079944,3079944,338793.84,3418737.84,1436
118,435,Landmark,25517,0,0,43,1097231,1097231,0,1097231,1437
118,516,Deskjet 959c,9913,0.2,0,24,237912,237912,47582.4,285494.4,1438
118,240,Crosstour,13248,0.11,0,19,251712,251712,27688.32,279400.32,1439
118,749,7250,28933,0,0,1,28933,28933,0,28933,1440
118,648,PSC,62679,0,0.269669499,6,376074,274658.3128,0,274658.3128,1441
118,273,Seltos,76589,0.2,0,49,3752861,3752861,750572.2,4503433.2,1442
118,81,Fiat 682RN,39231,0,0.757716321,27,1059237,256635.8376,0,256635.8376,1443
118,141,Encore,6102,0.2,0,3,18306,18306,3661.2,21967.2,1444
118,13,Škoda 21Tr,74988,0.2,0,26,1949688,1949688,389937.6,2339625.6,1445
118,337,Qashqai,20951,0.2,0.859097136,33,691383,97417.84498,19483.569,116901.414,1446
118,287,X6,60512,0.11,0,42,2541504,2541504,279565.44,2821069.44,1447
118,115,Q2,20433,0,0.922976224,43,878619,67674.5534,0,67674.5534,1448
118,210,Expedition,89706,0.11,0,13,1166178,1166178,128279.58,1294457.58,1449
118,411,Land Cruiser Prado 5-Door,76613,0.11,0,1,76613,76613,8427.43,85040.43,1450
118,82,LAZ-695,10067,0,0.162442615,31,312077,261382.396,0,261382.396,1451
118,828,MR30,36008,0.11,0.780334899,22,792176,174013.4209,19141.4763,193154.8972,1452
118,383,Shuanghuan SCEO,34367,0,0,19,652973,652973,0,652973,1453
119,476,Deskjet 692c / 692k,80421,0,0,8,643368,643368,0,643368,1454
119,594,Officejet 4215,77884,0.11,0,28,2180752,2180752,239882.72,2420634.72,1455
119,506,Deskjet 930c / 930 cm,34339,0.11,0,46,1579594,1579594,173755.34,1753349.34,1456
119,8,Ashok Leyland 12M,26221,0,0.46066186,37,970177,523253.4584,0,523253.4584,1457
119,98,International 3300,49263,0.11,0.093746021,7,344841,312513.5285,34376.48813,346890.0166,1458
119,514,Deskjet 955c,66909,0.2,0,32,2141088,2141088,428217.6,2569305.6,1459
119,323,GS,33758,0.2,0,17,573886,573886,114777.2,688663.2,1460
119,524,Deskjet 1120c / 1120cse / 1120cxi,68291,0.11,0.805588226,10,682910,132765.7447,14604.23192,147369.9767,1461
119,258,MU-X,6310,0.11,0,34,214540,214540,23599.4,238139.4,1462
119,766,DC18,48056,0.2,0.420510148,7,336392,194935.7504,38987.15008,233922.9005,1463
119,86,Alfa Romeo 900A,25697,0.2,0.960790294,25,642425,25189.29543,5037.859085,30227.15451,1464
119,638,Officejet v45,80638,0.11,0.531728738,6,483828,226562.7484,24921.90232,251484.6507,1465
119,51,Ikarus 311,90896,0.2,0,12,1090752,1090752,218150.4,1308902.4,1466
119,208,Explorer,36138,0.11,0,11,397518,397518,43726.98,441244.98,1467
119,666,PSC 2175,98547,0,0,28,2759316,2759316,0,2759316,1468
119,212,Puma,47572,0.2,0,24,1141728,1141728,228345.6,1370073.6,1469
120,100,International 3900,77559,0.2,0,8,620472,620472,124094.4,744566.4,1470
120,29,Ikarus 60,97820,0.2,0.174914977,37,3619340,2986263.227,597252.6454,3583515.872,1471
120,494,Deskjet 842c,18656,0.2,0.524998273,41,764896,363326.9209,72665.38419,435992.3051,1472
120,203,EcoSport,86351,0,0,35,3022285,3022285,0,3022285,1473
120,853,Canon,77743,0,0,21,1632603,1632603,0,1632603,1474
120,522,Deskjet 1000 / 1000cse / 1000cxi,52821,0,0,33,1743093,1743093,0,1743093,1475
120,733,Photosmart C6280,55723,0,0,22,1225906,1225906,0,1225906,1476
120,763,DC14,62577,0.2,0,43,2690811,2690811,538162.2,3228973.2,1477
120,373,Yeti,21933,0,0,47,1030851,1030851,0,1030851,1478
120,237,CR-V,61268,0,0,6,367608,367608,0,367608,1479
120,447,Deskjet 420 / 420c,68212,0.11,0.094386293,46,3137752,2841591.219,312575.0341,3154166.253,1480
120,687,Photosmart 1315,20369,0.11,0,10,203690,203690,22405.9,226095.9,1481
121,7,Škoda 9Tr,21165,0,0,12,253980,253980,0,253980,1482
121,504,Deskjet 916c,17691,0,0,25,442275,442275,0,442275,1483
121,765,DC17,72070,0,0.942292969,20,1441400,83178.91382,0,83178.91382,1484
121,353,SUT,33474,0.2,0,38,1272012,1272012,254402.4,1526414.4,1485
121,421,SA2.0,38292,0.2,0,15,574380,574380,114876,689256,1486
121,9,Škoda 14Tr,26973,0.11,0.841861419,14,377622,59716.60735,6568.826808,66285.43415,1487
121,865,Canon III A,13723,0.11,0,35,480305,480305,52833.55,533138.55,1488
121,364,QM5,58685,0.11,0,50,2934250,2934250,322767.5,3257017.5,1489
121,771,DC33,32730,0,0.246434213,6,196380,147985.2493,0,147985.2493,1490
121,686,Photosmart 1218,71908,0.2,0,19,1366252,1366252,273250.4,1639502.4,1491
121,193,Artemis,24967,0.2,0,22,549274,549274,109854.8,659128.8,1492
121,239,Ridgeline,26320,0,0,45,1184400,1184400,0,1184400,1493
121,257,QX / QX80,98231,0.2,0,34,3339854,3339854,667970.8,4007824.8,1494
121,571,DeskJet F380 All-in-One,4461,0.11,0,25,111525,111525,12267.75,123792.75,1495
121,568,Deskjet D3650,73823,0,0,4,295292,295292,0,295292,1496
121,593,Officejet 4110,33187,0.11,0,10,331870,331870,36505.7,368375.7,1497
122,668,PSC 2355,81483,0.2,0,40,3259320,3259320,651864,3911184,1498
122,800,IBM 041,41587,0,0,48,1996176,1996176,0,1996176,1499
122,51,Ikarus 311,25077,0.11,0,37,927849,927849,102063.39,1029912.39,1500
122,431,2008,92436,0.2,0.949185396,50,4621800,234854.9364,46970.98728,281825.9237,1501
122,100,International 3900,69237,0.11,0.618737782,34,2354058,897513.3749,98726.47124,996239.8462,1502
122,234,Acadia,43068,0.11,0,35,1507380,1507380,165811.8,1673191.8,1503
122,824,MicroTAC Elite,60775,0.2,0,31,1884025,1884025,376805,2260830,1504
122,764,DC15,49459,0,0,34,1681606,1681606,0,1681606,1505
122,367,Cullinan,16125,0.11,0,12,193500,193500,21285,214785,1506
122,35,МАЗ-107,45099,0.2,0,35,1578465,1578465,315693,1894158,1507
122,591,Officejet 600 series,11880,0.11,0,31,368280,368280,40510.8,408790.8,1508
122,363,Triber,64973,0.11,0.752375305,40,2598920,643556.7713,70791.24484,714348.0161,1509
123,180,Sandero Stepway,20182,0.2,0.455791939,9,181638,98848.86386,19769.77277,118618.6366,1510
123,201,Landfort,98861,0,0,48,4745328,4745328,0,4745328,1511
123,751,7280,80753,0,0,13,1049789,1049789,0,1049789,1512
123,152,CX70,27554,0.2,0.475524538,29,799066,419090.5095,83818.1019,502908.6114,1513
123,611,Officejet 7410,75401,0,0,50,3770050,3770050,0,3770050,1514
123,813,DynaTAC 8000 Series,60807,0.11,0,20,1216140,1216140,133775.4,1349915.4,1515
124,533,Deskjet 3320 / 3322 / 3323 3325,15470,0.2,0.200075517,3,46410,37124.49528,7424.899056,44549.39433,1516
124,183,Winstorm MaXX,28183,0.2,0,37,1042771,1042771,208554.2,1251325.2,1517
124,319,GLE-Class,62469,0.11,0,42,2623698,2623698,288606.78,2912304.78,1518
124,658,PSC 1215,30037,0.2,0,24,720888,720888,144177.6,865065.6,1519
124,549,Deskjet 6620,61507,0,0,22,1353154,1353154,0,1353154,1520
124,240,Crosstour,89879,0.2,0,45,4044555,4044555,808911,4853466,1521
124,44,МАЗ-256,94500,0,0,40,3780000,3780000,0,3780000,1522
124,414,T4,84273,0,0,15,1264095,1264095,0,1264095,1523
124,274,Sorento,40407,0,0.946116165,16,646512,34836.54565,0,34836.54565,1524
124,735,Photosmart C7280,78141,0,0,39,3047499,3047499,0,3047499,1525
124,344,Antara,70074,0.11,0,10,700740,700740,77081.4,777821.4,1526
124,6,Škoda 8Tr,57528,0.2,0,17,977976,977976,195595.2,1173571.2,1527
124,500,Deskjet 880c,94744,0.2,0.536599929,7,663208,307330.6343,61466.12686,368796.7611,1528
124,688,Photosmart 2575,76931,0.2,0,14,1077034,1077034,215406.8,1292440.8,1529
124,396,Aria,28947,0.2,0.447323433,15,434205,239974.9288,47994.98577,287969.9146,1530
124,819,MicroTAC,18008,0.2,0,48,864384,864384,172876.8,1037260.8,1531
124,754,7520,2256,0.11,0,2,4512,4512,496.32,5008.32,1532
124,721,Photosmart C4180,45096,0,0.207035511,19,856824,679431.0057,0,679431.0057,1533
124,224,Haval H5,54228,0.11,0,35,1897980,1897980,208777.8,2106757.8,1534
124,311,CX-5,5807,0.11,0,36,209052,209052,22995.72,232047.72,1535
125,401,Model Y,48529,0,0,34,1649986,1649986,0,1649986,1536
125,572,DeskJet F4100 series All-in-One,15681,0,0.70157633,23,360663,107630.3762,0,107630.3762,1537
125,662,PSC 1410,94474,0.2,0,33,3117642,3117642,623528.4,3741170.4,1538
125,644,Officejet Pro 8500 premier,67941,0.11,0.110443764,29,1970289,1752682.868,192795.1154,1945477.983,1539
125,109,MDX,95846,0.11,0.449481453,44,4217224,2321660.031,255382.6034,2577042.634,1540
125,543,Deskjet 5650 / 5650w / 5652 / 5655,71256,0,0.668086762,48,3420288,1135238.864,0,1135238.864,1541
125,16,Škoda 24Tr Irisbus,86465,0.11,0,38,3285670,3285670,361423.7,3647093.7,1542
125,814,DynaTAC International Series,98445,0,0,2,196890,196890,0,196890,1543
125,610,Officejet 7310,87305,0,0.867964774,31,2706455,357347.3981,0,357347.3981,1544
126,864,Canon IV,9778,0.11,0,5,48890,48890,5377.9,54267.9,1545
126,89,Alfa Romeo 902A,73843,0.11,0,8,590744,590744,64981.84,655725.84,1546
126,736,Photosmart C7288,35599,0,0,13,462787,462787,0,462787,1547
126,789,IBM 026,15455,0.2,0,24,370920,370920,74184,445104,1548
126,275,Sportage,32997,0.2,0,37,1220889,1220889,244177.8,1465066.8,1549
126,169,Equinox,23025,0,0,48,1105200,1105200,0,1105200,1550
126,383,Shuanghuan SCEO,32124,0,0.341047271,10,321240,211681.9746,0,211681.9746,1551
126,510,Deskjet 940c / 940cvr / 940cw / 940cxi,7185,0.2,0.102688419,32,229920,206309.8787,41261.97574,247571.8544,1552
126,521,Deskjet 995c / 995ck,57178,0.11,0.158597246,19,1086382,914084.8068,100549.3287,1014634.135,1553
126,705,Photosmart 7510 e-All-in-One Printer,82883,0.2,0,20,1657660,1657660,331532,1989192,1554
127,761,DC04,36370,0.11,0,41,1491170,1491170,164028.7,1655198.7,1555
127,778,DC55,63776,0.11,0.727613231,21,1339296,364806.5106,40128.71617,404935.2268,1556
127,648,PSC,32870,0.2,0.450255435,2,65740,36140.20773,7228.041545,43368.24927,1557
127,736,Photosmart C7288,31133,0,0,21,653793,653793,0,653793,1558
127,385,Crosstrek,88103,0,0,31,2731193,2731193,0,2731193,1559
127,587,Officejet 700,70174,0.11,0,16,1122784,1122784,123506.24,1246290.24,1560
127,31,Tatra 86,12909,0.11,0.817701565,23,296907,54125.68146,5953.82496,60079.50642,1561
127,799,IBM 040,85530,0,0,8,684240,684240,0,684240,1562
127,374,DX7 Bolang,48227,0.11,0,38,1832626,1832626,201588.86,2034214.86,1563
127,612,Officejet 9110,82118,0.2,0,46,3777428,3777428,755485.6,4532913.6,1564
127,359,Captur,97507,0.11,0,6,585042,585042,64354.62,649396.62,1565
127,277,Niva,54306,0,0.943620991,3,162918,9185.155452,0,9185.155452,1566
127,101,Volvo 7700,9802,0.2,0,9,88218,88218,17643.6,105861.6,1567
127,106,Volvo 9700,58241,0.11,0,34,1980194,1980194,217821.34,2198015.34,1568
127,393,Tiggo,38935,0,0,39,1518465,1518465,0,1518465,1569
127,465,Deskjet 632c,32740,0.11,0.21949397,46,1506040,1175473.302,129302.0632,1304775.365,1570
127,848,A1200 (MING),58818,0.2,0.927450821,26,1529268,110947.1382,22189.42764,133136.5658,1571
127,458,Deskjet 540,12973,0,0,24,311352,311352,0,311352,1572
128,182,Winstorm,51129,0,0,32,1636128,1636128,0,1636128,1573
128,786,IBM 016,91393,0.2,0,2,182786,182786,36557.2,219343.2,1574
128,50,Fiat 309,85298,0.2,0,12,1023576,1023576,204715.2,1228291.2,1575
128,766,DC18,5114,0,0,34,173876,173876,0,173876,1576
128,437,DeskJet (original),9363,0,0.266370854,23,215349,157986.3029,0,157986.3029,1577
128,464,Deskjet 630c,78452,0.11,0.723829527,7,549164,151662.8819,16682.91701,168345.7989,1578
128,500,Deskjet 880c,92760,0.11,0,43,3988680,3988680,438754.8,4427434.8,1579
128,653,PSC 760,40838,0,0,15,612570,612570,0,612570,1580
128,336,Patrol Y62,41125,0,0.648444833,35,1439375,506019.7178,0,506019.7178,1581
128,138,FRV Cross,39856,0.2,0,19,757264,757264,151452.8,908716.8,1582
128,741,Photosmart p1100 / p1100xi,57575,0,0,15,863625,863625,0,863625,1583
128,157,Q25,42921,0.2,0.423244508,31,1330551,767402.597,153480.5194,920883.1164,1584
128,277,Niva,53578,0.11,0,19,1017982,1017982,111978.02,1129960.02,1585
128,688,Photosmart 2575,7421,0.2,0.119462049,36,267156,235240.9969,47048.19938,282289.1963,1586
129,132,X6,59518,0.2,0.120545221,45,2678310,2355452.53,471090.5059,2826543.036,1587
129,204,Kuga,77865,0,0.059710299,4,311460,292862.6304,0,292862.6304,1588
129,458,Deskjet 540,17436,0.11,0,8,139488,139488,15343.68,154831.68,1589
129,855,Canon S,53395,0,0,6,320370,320370,0,320370,1590
129,725,Photosmart C4580,23196,0,0,27,626292,626292,0,626292,1591
129,680,Photosmart 375,15893,0,0,15,238395,238395,0,238395,1592
129,602,Officejet 6310,5800,0.11,0.67858498,37,214600,68975.66332,7587.322966,76562.98629,1593
129,761,DC04,99777,0.2,0,43,4290411,4290411,858082.2,5148493.2,1594
129,825,Bag Phone,72436,0,0,15,1086540,1086540,0,1086540,1595
129,340,Terrano,74543,0.2,0,43,3205349,3205349,641069.8,3846418.8,1596
129,750,7270,32447,0.2,0,36,1168092,1168092,233618.4,1401710.4,1597
129,279,Urus,37262,0.2,0,22,819764,819764,163952.8,983716.8,1598
129,181,Duster,50834,0.11,0,31,1575854,1575854,173343.94,1749197.94,1599
129,792,IBM 029,38917,0,0.722487281,49,1906933,529198.1616,0,529198.1616,1600
129,277,Niva,63527,0,0,38,2414026,2414026,0,2414026,1601
130,655,PSC 1110,29316,0.2,0,21,615636,615636,123127.2,738763.2,1602
130,474,Deskjet 682c,44405,0,0,46,2042630,2042630,0,2042630,1603
130,58,Tatra 400,50816,0,0,25,1270400,1270400,0,1270400,1604
130,295,X50,23676,0.11,0,44,1041744,1041744,114591.84,1156335.84,1605
130,833,A008 (Accompli 008),82034,0.2,0,40,3281360,3281360,656272,3937632,1606
130,386,Exiga Crossover 7,37927,0.11,0,49,1858423,1858423,204426.53,2062849.53,1607
130,599,Officejet 5610,88555,0.2,0.365467675,9,796995,505719.0907,101143.8181,606862.9088,1608
130,242,HR-V,83141,0.11,0,20,1662820,1662820,182910.2,1845730.2,1609
130,604,Officejet 7110,30321,0.11,0,47,1425087,1425087,156759.57,1581846.57,1610
130,356,Premier RiO,30210,0.11,0,28,845880,845880,93046.8,938926.8,1611
131,662,PSC 1410,32310,0.2,0,25,807750,807750,161550,969300,1612
131,592,Officejet 700 series,90881,0.2,0.359690056,14,1272334,814688.1118,162937.6224,977625.7341,1613
131,280,Defender,27891,0.2,0,19,529929,529929,105985.8,635914.8,1614
131,526,Deskjet 1180c,20784,0.11,0,27,561168,561168,61728.48,622896.48,1615
131,514,Deskjet 955c,87112,0.2,0.86339704,37,3223144,440291.0101,88058.20202,528349.2121,1616
131,743,Photosmart Premium e-All-in-One Printer – C310a,99837,0.11,0,32,3194784,3194784,351426.24,3546210.24,1617
132,783,IBM 012,9222,0.2,0.628438612,41,378102,140488.1041,28097.62081,168585.7249,1618
132,586,Officejet 635,64962,0,0.361738133,12,779544,497553.2088,0,497553.2088,1619
132,150,XT5,11143,0,0,42,468006,468006,0,468006,1620
132,638,Officejet v45,71076,0.11,0,45,3198420,3198420,351826.2,3550246.2,1621
132,593,Officejet 4110,18092,0.11,0,10,180920,180920,19901.2,200821.2,1622
132,456,Deskjet 520,99310,0,0,18,1787580,1787580,0,1787580,1623
132,153,CS15,62132,0.2,0,32,1988224,1988224,397644.8,2385868.8,1624
132,606,Officejet 7130,61533,0.11,0,49,3015117,3015117,331662.87,3346779.87,1625
132,398,Harrier,81145,0,0,35,2840075,2840075,0,2840075,1626
132,653,PSC 760,77579,0,0,42,3258318,3258318,0,3258318,1627
132,267,Grand Cherokee,77837,0.11,0,42,3269154,3269154,359606.94,3628760.94,1628
132,553,Deskjet 6988dt,48674,0.11,0,49,2385026,2385026,262352.86,2647378.86,1629
132,529,Deskjet 1280,69537,0.11,0.261087649,5,347685,256908.7407,28259.96148,285168.7022,1630
132,706,Photosmart 7520 e-All-in-One Printer,72706,0,0.093391756,22,1599532,1450148.897,0,1450148.897,1631
132,26,Škoda 33Tr SOR,93328,0.11,0,19,1773232,1773232,195055.52,1968287.52,1632
132,217,Acadia,60802,0,0,13,790426,790426,0,790426,1633
132,30,Ikarus 66,61932,0.11,0,15,928980,928980,102187.8,1031167.8,1634
133,724,Photosmart C4480,63848,0.11,0,10,638480,638480,70232.8,708712.8,1635
133,588,Officejet 710,43864,0.11,0,30,1315920,1315920,144751.2,1460671.2,1636
133,40,МАЗ-205 (автобус),67962,0.2,0,7,475734,475734,95146.8,570880.8,1637
133,250,Palisade,32001,0.2,0.632068838,36,1152036,423869.944,84773.9888,508643.9328,1638
133,514,Deskjet 955c,11273,0.11,0.506875801,2,22546,11117.97818,1222.9776,12340.95578,1639
133,108,CDX,79532,0.2,0,10,795320,795320,159064,954384,1640
133,486,Deskjet 812c,73630,0,0,40,2945200,2945200,0,2945200,1641
133,748,7230,72181,0.2,0.873885614,35,2526335,318607.1871,63721.43743,382328.6246,1642
133,711,Photosmart 7960,58903,0.2,0.255303851,7,412321,307053.8609,61410.77218,368464.6331,1643
133,79,Fiat 672,77978,0.11,0,26,2027428,2027428,223017.08,2250445.08,1644
133,658,PSC 1215,9991,0.2,0,25,249775,249775,49955,299730,1645
133,795,IBM 033,24882,0.2,0,38,945516,945516,189103.2,1134619.2,1646
133,674,Photosmart 130,18796,0,0.066422889,13,244348,228117.6999,0,228117.6999,1647
133,59,FAP 403 RHD,12181,0.11,0,36,438516,438516,48236.76,486752.76,1648
133,44,МАЗ-256,88482,0.11,0,44,3893208,3893208,428252.88,4321460.88,1649
133,29,Ikarus 60,5985,0,0,6,35910,35910,0,35910,1650
133,404,Land Cruiser Wagon 3-Door,34000,0.11,0,25,850000,850000,93500,943500,1651
133,745,Photosmart Wireless e-All-in-One Printer – B110a,86210,0.11,0,34,2931140,2931140,322425.4,3253565.4,1652
134,102,Volvo 7900,11113,0,0.007378305,6,66678,66186.02935,0,66186.02935,1653
134,407,4Runner,17933,0.11,0.408598365,30,537990,318168.1654,34998.49819,353166.6636,1654
134,603,Officejet 6600 e-All-in-One Printer series-H711,43355,0.11,0,16,693680,693680,76304.8,769984.8,1655
134,404,Land Cruiser Wagon 3-Door,36807,0,0,44,1619508,1619508,0,1619508,1656
134,607,Officejet 7135,9810,0.2,0,7,68670,68670,13734,82404,1657
134,173,Tahoe,71714,0.2,0.883667752,48,3442272,400447.2389,80089.44777,480536.6866,1658
